panel,run,case,implementation,s1,s2,s3,s4,alpha,p00,p01,p10,p11,theory_u1,theory_u2,measured_u1,measured_u2,common_payoff,payoff_asymmetry,squared_distance_to_theory
A,33,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0087890625,0.44921875,0.533203125,0.0087890625,0.8,0.8,0.804931640625,0.7713378906249999,0.788134765625,0.03359375000000009,0.0008458375930786204
A,34,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0078125,0.494140625,0.4912109375,0.0068359375,0.8,0.8,0.7896484374999999,0.7908203125,0.7902343749999999,-0.0011718750000000444,0.0001914215087890669
A,35,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.005859375,0.498046875,0.4892578125,0.0068359375,0.8,0.8,0.78955078125,0.7930664062499999,0.79130859375,-0.003515624999999911,0.0001572608947753934
A,36,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0087890625,0.5068359375,0.4765625,0.0078125,0.8,0.8,0.782861328125,0.794970703125,0.7889160156249999,-0.012109374999999978,0.00031902790069580396
A,37,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0107421875,0.4970703125,0.48046875,0.01171875,0.8,0.8,0.781396484375,0.788037109375,0.784716796875,-0.006640625000000067,0.0004892015457153346
A,38,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.001953125,0.48828125,0.49609375,0.013671875,0.8,0.8,0.78955078125,0.78642578125,0.78798828125,0.0031250000000000444,0.0002934455871582065
A,39,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.01171875,0.490234375,0.48828125,0.009765625,0.8,0.8,0.7853515625,0.7861328125,0.7857421875,-0.0007812499999999556,0.00040687561035156373
A,40,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0087890625,0.4873046875,0.4970703125,0.0068359375,0.8,0.8,0.791650390625,0.787744140625,0.789697265625,0.00390625,0.000219922065734866
A,41,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0087890625,0.48046875,0.5048828125,0.005859375,0.8,0.8,0.795361328125,0.785595703125,0.790478515625,0.009765625,0.00022900104522705078
A,42,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.005859375,0.5263671875,0.458984375,0.0087890625,0.8,0.8,0.77626953125,0.80322265625,0.78974609375,-0.026953125000000022,0.0005735206604003934
A,43,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0048828125,0.4951171875,0.4912109375,0.0087890625,0.8,0.8,0.789501953125,0.791064453125,0.790283203125,-0.0015624999999999112,0.00019005298614502113
A,44,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0107421875,0.486328125,0.4931640625,0.009765625,0.8,0.8,0.787646484375,0.784912109375,0.786279296875,0.0027343749999999556,0.0003802537918090856
A,45,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0087890625,0.4931640625,0.4912109375,0.0068359375,0.8,0.8,0.789306640625,0.790087890625,0.789697265625,-0.0007812499999999556,0.000212597846984866
A,46,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0078125,0.50390625,0.4794921875,0.0087890625,0.8,0.8,0.7837890624999999,0.7935546874999999,0.7886718749999999,-0.009765625,0.0003043365478515686
A,47,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0068359375,0.49609375,0.490234375,0.0068359375,0.8,0.8,0.789599609375,0.791943359375,0.790771484375,-0.002343750000000089,0.00017307758331299014
A,48,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.009765625,0.4755859375,0.5048828125,0.009765625,0.8,0.8,0.79267578125,0.78095703125,0.78681640625,0.01171875,0.0004162788391113281
A,49,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.009765625,0.4921875,0.490234375,0.0078125,0.8,0.8,0.78798828125,0.78876953125,0.78837890625,-0.0007812500000000666,0.0002704048156738297
A,50,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0087890625,0.482421875,0.498046875,0.0107421875,0.8,0.8,0.789697265625,0.783447265625,0.786572265625,0.006249999999999978,0.0003801393508911161
A,51,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.00390625,0.4736328125,0.5107421875,0.01171875,0.8,0.8,0.7958984375,0.7810546875,0.7884765625,0.014843750000000044,0.00037574768066406624
A,52,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0107421875,0.5185546875,0.4619140625,0.0087890625,0.8,0.8,0.7757324218749999,0.798388671875,0.7870605468749999,-0.022656250000000044,0.0005915117263794013
A,53,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0078125,0.4931640625,0.4892578125,0.009765625,0.8,0.8,0.787109375,0.7886718749999999,0.787890625,-0.0015624999999999112,0.0002944946289062542
A,54,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0087890625,0.458984375,0.525390625,0.0068359375,0.8,0.8,0.802978515625,0.776416015625,0.789697265625,0.026562500000000044,0.0005650758743286172
A,55,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0107421875,0.5,0.486328125,0.0029296875,0.8,0.8,0.789013671875,0.794482421875,0.791748046875,-0.005468749999999911,0.00015114307403564552
A,56,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0087890625,0.4599609375,0.5224609375,0.0087890625,0.8,0.8,0.8006347656249999,0.775634765625,0.788134765625,0.02499999999999991,0.0005940675735473652
A,57,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.01171875,0.4765625,0.50390625,0.0078125,0.8,0.8,0.7927734375,0.7818359374999999,0.7873046874999999,0.010937500000000044,0.00038215637207031865
A,58,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.009765625,0.4794921875,0.5048828125,0.005859375,0.8,0.8,0.7950195312499999,0.78486328125,0.78994140625,0.010156249999999867,0.00025392532348632947
A,59,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0107421875,0.4736328125,0.5068359375,0.0087890625,0.8,0.8,0.793701171875,0.780419921875,0.787060546875,0.013281250000000022,0.0004230546951293977
A,60,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.005859375,0.505859375,0.4775390625,0.0107421875,0.8,0.8,0.78251953125,0.79384765625,0.7881835937499999,-0.011328125000000022,0.00034341812133789455
A,61,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0126953125,0.4765625,0.50390625,0.0068359375,0.8,0.8,0.793017578125,0.7820800781249999,0.7875488281249999,0.010937500000000044,0.0003698778152465881
A,62,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0078125,0.48828125,0.4951171875,0.0087890625,0.8,0.8,0.7900390625,0.7873046875,0.788671875,0.0027343749999999556,0.0002603912353515634
A,63,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.005859375,0.4833984375,0.5068359375,0.00390625,0.8,0.8,0.79833984375,0.78896484375,0.79365234375,0.009375000000000022,0.00012453079223632974
A,64,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0068359375,0.494140625,0.4931640625,0.005859375,0.8,0.8,0.7913574218749999,0.791748046875,0.791552734375,-0.0003906250000000888,0.00014278888702392884
A,65,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.00390625,0.4921875,0.4990234375,0.0048828125,0.8,0.8,0.7953125,0.7925781249999999,0.7939453125,0.0027343750000000666,7.70568847656276e-05
A,66,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0087890625,0.50390625,0.4755859375,0.01171875,0.8,0.8,0.7801269531249999,0.791455078125,0.785791015625,-0.011328125000000133,0.0004679536819458061
A,67,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0126953125,0.490234375,0.486328125,0.0107421875,0.8,0.8,0.783642578125,0.785205078125,0.784423828125,-0.0015624999999999112,0.00048645496368408467
A,68,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0078125,0.4814453125,0.5048828125,0.005859375,0.8,0.8,0.795703125,0.786328125,0.791015625,0.009374999999999911,0.00020538330078125077
A,69,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0078125,0.5048828125,0.4794921875,0.0078125,0.8,0.8,0.784375,0.7945312499999999,0.789453125,-0.010156249999999867,0.0002740478515625015
A,70,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0078125,0.494140625,0.4892578125,0.0087890625,0.8,0.8,0.7876953124999999,0.7896484374999999,0.7886718749999999,-0.001953125,0.0002585601806640685
A,71,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0078125,0.4736328125,0.5107421875,0.0078125,0.8,0.8,0.796875,0.78203125,0.789453125,0.014843750000000044,0.0003326416015625035
A,72,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0068359375,0.5087890625,0.47265625,0.01171875,0.8,0.8,0.7796386718749999,0.794091796875,0.786865234375,-0.014453125000000067,0.000449490547180182
A,73,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.009765625,0.4736328125,0.509765625,0.0068359375,0.8,0.8,0.79638671875,0.78193359375,0.78916015625,0.014453124999999956,0.00033945083618164095
A,74,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0029296875,0.4853515625,0.5009765625,0.0107421875,0.8,0.8,0.792919921875,0.786669921875,0.789794921875,0.006250000000000089,0.0002278184890747094
A,75,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.013671875,0.5048828125,0.474609375,0.0068359375,0.8,0.8,0.78095703125,0.7930664062499999,0.78701171875,-0.012109374999999867,0.0004107093811035175
A,76,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.009765625,0.498046875,0.48046875,0.01171875,0.8,0.8,0.78173828125,0.78876953125,0.78525390625,-0.007031250000000044,0.00045961380004882975
A,77,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0078125,0.51171875,0.474609375,0.005859375,0.8,0.8,0.78359375,0.7984374999999999,0.791015625,-0.014843749999999933,0.0002716064453125026
A,78,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0107421875,0.4853515625,0.494140625,0.009765625,0.8,0.8,0.788037109375,0.7845214843749999,0.786279296875,0.0035156250000001332,0.0003826951980590861
A,79,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0087890625,0.5107421875,0.47265625,0.0078125,0.8,0.8,0.781298828125,0.796533203125,0.7889160156249999,-0.015234375000000022,0.00036175251007080457
A,80,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.00390625,0.5126953125,0.4755859375,0.0078125,0.8,0.8,0.7841796875,0.7990234375,0.7916015625,-0.014843750000000044,0.0002512359619140639
A,81,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0048828125,0.490234375,0.4970703125,0.0078125,0.8,0.8,0.792431640625,0.789697265625,0.791064453125,0.0027343750000000666,0.0001634263992309584
A,82,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0126953125,0.4716796875,0.5087890625,0.0068359375,0.8,0.8,0.794970703125,0.7801269531249999,0.7875488281249999,0.014843750000000044,0.00042023181915283825
A,83,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0078125,0.486328125,0.5009765625,0.0048828125,0.8,0.8,0.7947265625,0.7888671875,0.791796875,0.005859375,0.00015174865722656543
A,84,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.005859375,0.4951171875,0.48828125,0.0107421875,0.8,0.8,0.78681640625,0.78955078125,0.78818359375,-0.0027343749999999556,0.00028299331665039156
A,85,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0087890625,0.5107421875,0.4736328125,0.0068359375,0.8,0.8,0.782275390625,0.797119140625,0.789697265625,-0.014843750000000044,0.0003224611282348667
A,86,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0068359375,0.4853515625,0.498046875,0.009765625,0.8,0.8,0.790966796875,0.785888671875,0.788427734375,0.005078125000000044,0.00028072834014892704
A,87,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0078125,0.5048828125,0.478515625,0.0087890625,0.8,0.8,0.7833984375,0.7939453125,0.788671875,-0.010546874999999956,0.00031227111816406304
A,88,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0068359375,0.5,0.48046875,0.0126953125,0.8,0.8,0.782177734375,0.789990234375,0.786083984375,-0.0078125,0.0004178285598754883
A,89,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0048828125,0.5126953125,0.4736328125,0.0087890625,0.8,0.8,0.782470703125,0.798095703125,0.790283203125,-0.015625,0.00031090259552002126
A,90,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.009765625,0.4755859375,0.5078125,0.0068359375,0.8,0.8,0.79560546875,0.78271484375,0.78916015625,0.012890625000000044,0.00031808853149414216
A,91,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0126953125,0.4970703125,0.484375,0.005859375,0.8,0.8,0.785791015625,0.7908691406249999,0.788330078125,-0.005078124999999933,0.00028526782989502387
A,92,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0087890625,0.4560546875,0.5283203125,0.0068359375,0.8,0.8,0.804150390625,0.7752441406249999,0.789697265625,0.028906250000000133,0.0006300783157348698
A,93,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0068359375,0.4921875,0.48828125,0.0126953125,0.8,0.8,0.785302734375,0.786865234375,0.786083984375,-0.0015625000000000222,0.0003885316848754914
A,94,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0107421875,0.46875,0.51171875,0.0087890625,0.8,0.8,0.795654296875,0.778466796875,0.787060546875,0.017187500000000022,0.0004825639724731478
A,95,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.005859375,0.4775390625,0.5107421875,0.005859375,0.8,0.8,0.79873046875,0.78544921875,0.7920898437499999,0.013281250000000022,0.00021333694458008088
A,96,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0048828125,0.4736328125,0.515625,0.005859375,0.8,0.8,0.801025390625,0.784228515625,0.792626953125,0.016796875000000044,0.00024979114532470975
A,97,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.009765625,0.513671875,0.4658203125,0.0107421875,0.8,0.8,0.7764648437499999,0.79560546875,0.78603515625,-0.019140625000000133,0.0005732154846191469
A,98,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.009765625,0.50390625,0.4765625,0.009765625,0.8,0.8,0.7813476562499999,0.79228515625,0.7868164062499999,-0.010937500000000044,0.0004074287414550845
A,99,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0087890625,0.5107421875,0.4775390625,0.0029296875,0.8,0.8,0.786181640625,0.799462890625,0.7928222656249999,-0.013281250000000022,0.0001912355422973658
A,100,"Case 1a (BoS), pure",pure,0.25,0.6,1.0,0.0,pi/4,0.0087890625,0.4873046875,0.494140625,0.009765625,0.8,0.8,0.788720703125,0.7859863281249999,0.787353515625,0.0027343750000000666,0.00032360553741455603
B,1,"Case 3a(i) (PD), pure",pure,0.75,0.0,1.0,0.2,pi/4,0.01171875,0.4892578125,0.4931640625,0.005859375,0.5,0.5,0.503125,0.49921875,0.501171875,0.0039062500000000555,1.0375976562500296e-05
B,2,"Case 3a(i) (PD), pure",pure,0.75,0.0,1.0,0.2,pi/4,0.0087890625,0.5107421875,0.4755859375,0.0048828125,0.5,0.5,0.483154296875,0.518310546875,0.500732421875,-0.03515625,0.000619053840637207
B,3,"Case 3a(i) (PD), pure",pure,0.75,0.0,1.0,0.2,pi/4,0.0087890625,0.4853515625,0.5,0.005859375,0.5,0.5,0.507763671875,0.493115234375,0.500439453125,0.014648437500000056,0.0001076745986938485
B,4,"Case 3a(i) (PD), pure",pure,0.75,0.0,1.0,0.2,pi/4,0.009765625,0.48046875,0.50390625,0.005859375,0.5,0.5,0.51240234375,0.48896484375,0.50068359375,0.023437500000000056,0.00027559280395507944
B,5,"Case 3a(i) (PD), pure",pure,0.75,0.0,1.0,0.2,pi/4,0.0107421875,0.4951171875,0.4833984375,0.0107421875,0.5,0.5,0.493603515625,0.505322265625,0.49946289062500004,-0.011718750000000056,6.92415237426764e-05
B,6,"Case 3a(i) (PD), pure",pure,0.75,0.0,1.0,0.2,pi/4,0.009765625,0.509765625,0.470703125,0.009765625,0.5,0.5,0.47998046875,0.51904296875,0.49951171875,-0.0390625,0.0007634162902832031
B,7,"Case 3a(i) (PD), pure",pure,0.75,0.0,1.0,0.2,pi/4,0.005859375,0.4814453125,0.505859375,0.0068359375,0.5,0.5,0.51162109375,0.48720703125,0.4994140625,0.0244140625,0.00029870986938476565
B,8,"Case 3a(i) (PD), pure",pure,0.75,0.0,1.0,0.2,pi/4,0.0107421875,0.470703125,0.5048828125,0.013671875,0.5,0.5,0.515673828125,0.481494140625,0.49858398437499996,0.034179687499999944,0.0005881357192993146
B,9,"Case 3a(i) (PD), pure",pure,0.75,0.0,1.0,0.2,pi/4,0.0048828125,0.4814453125,0.50390625,0.009765625,0.5,0.5,0.509521484375,0.487060546875,0.498291015625,0.0224609375,0.0002580881118774414
B,10,"Case 3a(i) (PD), pure",pure,0.75,0.0,1.0,0.2,pi/4,0.0068359375,0.4853515625,0.4990234375,0.0087890625,0.5,0.5,0.505908203125,0.492236328125,0.49907226562499996,0.013671874999999944,9.518146514892508e-05
B,11,"Case 3a(i) (PD), pure",pure,0.75,0.0,1.0,0.2,pi/4,0.005859375,0.5029296875,0.484375,0.0068359375,0.5,0.5,0.49013671875,0.50869140625,0.4994140625,-0.0185546875,0.00017282485961914068
B,12,"Case 3a(i) (PD), pure",pure,0.75,0.0,1.0,0.2,pi/4,0.0078125,0.5087890625,0.478515625,0.0048828125,0.5,0.5,0.4853515625,0.515625,0.50048828125,-0.0302734375,0.00045871734619140625
B,13,"Case 3a(i) (PD), pure",pure,0.75,0.0,1.0,0.2,pi/4,0.0068359375,0.490234375,0.4912109375,0.01171875,0.5,0.5,0.498681640625,0.497705078125,0.498193359375,0.0009765625,7.004737854004066e-06
B,14,"Case 3a(i) (PD), pure",pure,0.75,0.0,1.0,0.2,pi/4,0.005859375,0.5009765625,0.486328125,0.0068359375,0.5,0.5,0.49208984375,0.50673828125,0.4994140625,-0.0146484375,0.00010797500610351568
B,15,"Case 3a(i) (PD), pure",pure,0.75,0.0,1.0,0.2,pi/4,0.00390625,0.474609375,0.51953125,0.001953125,0.5,0.5,0.5228515625,0.4779296875,0.500390625,0.044921875,0.0010092926025390624
B,16,"Case 3a(i) (PD), pure",pure,0.75,0.0,1.0,0.2,pi/4,0.0068359375,0.4931640625,0.4912109375,0.0087890625,0.5,0.5,0.498095703125,0.500048828125,0.49907226562499996,-0.0019531249999999445,3.628730773925735e-06
B,17,"Case 3a(i) (PD), pure",pure,0.75,0.0,1.0,0.2,pi/4,0.0126953125,0.51171875,0.4697265625,0.005859375,0.5,0.5,0.480419921875,0.522412109375,0.501416015625,-0.041992187500000056,0.0008856821060180687
